onset	duration	trial_type	response_time	button
3	1.6	Condition_1	n/a	n/a
14	1.6	Condition_1	n/a	n/a
24	1.6	Condition_6	n/a	n/a
35	1.6	Condition_3	n/a	n/a
43	1.6	Condition_2	n/a	n/a
53	1.6	Condition_2	n/a	n/a
61	1.6	Condition_2	n/a	n/a
70	1.6	Condition_3	n/a	n/a
80	1.6	Condition_5	n/a	n/a
90	1.6	Condition_3	n/a	n/a
98	1.6	Condition_5	n/a	n/a
107	1.6	Condition_4	n/a	n/a
115	1.6	Condition_6	n/a	n/a
126	1.6	Condition_1	n/a	n/a
138	1.6	Condition_2	n/a	n/a
146	1.6	Condition_3	n/a	n/a
157	1.6	Condition_2	n/a	n/a
165	1.6	Condition_1	n/a	n/a
174	1.6	Condition_1	n/a	n/a
186	1.6	Condition_1	n/a	n/a
195	1.6	Condition_4	n/a	n/a
205	1.6	Condition_2	n/a	n/a
216	1.6	Condition_2	n/a	n/a
226	1.6	Condition_2	n/a	n/a
235	1.6	Condition_6	n/a	n/a
245	1.6	Condition_2	n/a	n/a
253	1.6	Condition_2	n/a	n/a
262	1.6	Condition_1	n/a	n/a
270	1.6	Condition_1	n/a	n/a
280	1.6	Condition_5	n/a	n/a
288	1.6	Condition_4	n/a	n/a
299	1.6	Condition_6	n/a	n/a
309	1.6	Condition_1	n/a	n/a
317	1.6	Condition_1	n/a	n/a
328	1.6	Condition_5	n/a	n/a
339	1.6	Condition_4	n/a	n/a
